00307;Fak. Ilmu Kesehatan UPN Veteran Jakarta;Jl. RS Fatmawati No. 1 Pondok Labu Jakarta Selatan 12450;7656971;76566904
00309;Medlinx;Jakarta;082211608892;0
00310;Komunitas Pelajar Indonesia;Ruko Madani Lt.2, Jl. Nusantara IIA, Kelapa Dua, Depok;08561046186;08998375385
00311;Wardah;Jl. Salemba Bluntas, Haji Murtado VIII No. 468 Jakarta Pusat;87877856082;0
00312;Pimpinan Cabang Muhammadiyah Tambun Utara Kab. Bekasi;Perumahan Graha Prima Blok IC No. 56 Tambun Utara ;88321803;081382094589
00313;SMK Taruna Bangsa;Jl. Lingkar Utara (Kaliabang Tengah) Kel. Perwira Kec. Bekasi  Kota Bekasi;88981166;88981166
00314;Sekretariat Daerah Provinsi DKI Jakarta;Jl. Medan Merdeka Selatan No 8-9 Jakarta;0;0
00315;Malaysian Technology Development Corporation SDN BHD / MTDC;Level 8 & 9, Menara Yayasan Tun Razak, Jl. Bukit Bintang 55100 Kuala Lumpur Malaysia;603-21726000;603-21637542
00316;Keluarga Alm. H. Effek Alamsyah;Jakarta;0;0
00317;KONI Provinsi Jawa Barat;Jl. Pajajaran No. 37 A Bandung;022 4233952;022 4200043
00318;Matrix Mitra Telekomunikasi, PT;Jl. Chairil Anwar Blok A No. 23 Margahayu Bekasi Timur;8801232;081293200053
00319;Kementrian Pemberdayaan Perempuan Dan Perlindungan Anak RI;Jl. Merdeka Barat No. 15 Jakarta 10110;3842638;3805562
00320;RSU PKU Muhammadiyah Bantul;Bantul;0;0
00321;Suptatechnic Instrumentasi Indonesia, PT;Jl. Sunter Kemayoran No. 55 Jakarta Utara 14350;29615730;29615735
00322;Mandiri Inhealth;Jakarta;0;0
00323;Apotek Aregota;Apartemen Gading Icon Blok C N. 26 Jakarta;081383565620;0
00324;Pengurus Pusat Wanita Islam;Jl. Balai Rakyat No. 52 A, Klender Jakarta 13470;86610106;86610106
00330;Sahid Sahirman Memorial Hospital;Jl. Jenderal Sudirman No. 86 Jakarta 10220;57853911;57853922
00335;Bio Media Solusindo, PT;Jl. Universitas Pancasila No. 8 Lenteng Agung Barat Raya Jakarta Selatan;22712663;22712663
00336;Klinik Anggrek;Jl. Utan Panjang 3 Raya No. 6E Jakarta Pusat;4260979;0
00337;KORNAS FOKAL IMM;Jl. Matraman Dalam I No. 1 Kel. Pegangsaan Kec. Menteng Jakarta Pusat 10320;22391916;0
00338;Bio Teknologi Surabaya, PT;Jl. Medayu Selatan IV No. 66 Surabaya;031-8782628;081330434888
00339;Uni-Charm Indonesia, PT;Sinarmas Land Plaza, Tower II 12th fl. Jl. M.H. Thamrin No. 51 Jakarta Pusat 10350;3929252;3929277
0034;SMK NEGERI 55;Jl. Pademangan Timur VII, Jakarta Utara;021-6412787;021-6412787
0036;Sekolah Tinggi Ilmu Pelayaran;Jl. Marunda Makmur Cilincing Jakarta Utara, Jakarta 14150;021-88991618;021-44834345
00400;Adicipta Boga Intiprima, PT;Jl. Palmerah Barat No. 9 Gelora, Jakarta Pusat 10270;53662220;0
00401;Duta Paramindo Sejahtera, PT;Jl. Jend. A. Yani Kav. 49 Jakarta Pusat 10570;4208989;4226689
00402;Direktorat Pengelolaan Bahan Berbahaya Beracun Kementrian Lingkungan Hidup Dan Kehutanan;Jl. D.I Panjaitan Kav. 24 Kebon Nanas Jakarta 13410;85905639;85906679
00403;SMK Cempaka ;Jl. Cempaka Putih Barat XXI, Komp. Dittopad Jakarta;089625568821;0895348269389
00404;POLRES JAKARTA TIMUR;Jl. MAtaraman Raya 224 Jakarta Timur 13310;0;0
00405;VM Indonesia, PT;Komp. Ruko Bahan Bangunan Blok F1 No. 18 Jl. Mangga Dua Raya Jakarta 10730;6124583;6124585
00406;TAFISA;Jakarta;0;0
00407;RSIA Budhi Jaya;Jl. Dr. Saharjo No. 120 Jakarta Selatan 12960 ;8292672;8301901
00408;Media Madani Utama, PT (Majalah Ibadah);Jakarta;7291341;0
00409;RS Muhammadiyah Paser;Kalimantan;0;0
0041;PT. ASHMARK INVESTMENTS INDONESIA;Jl. TB Simatupang No.23-24 Cilandak Barat, Jakarta Selatan;021-22768503;021-22768503
00410;Vendoritel Indonesia Daksatama, PT;KomplekGading Bukit Indah TA/10, Jl. Bukit Gading Raya, Kelapa GAding Permai Jakarta Utara 14240;29745668;29450965
00411;Biro Klasifikasi Indonesia (Persero), PT;Jl. Yos Sudarso No. 38-39-40 Tanjung Priok Jakarta 14320;4301017;43936176
00412;Wangsa Indra Permana, PT;Jl. Angkasa No. 18 Gunung Sahari Selatan Kemayoroan Jakarta Pusat;42803000;42803100
00413;Kopkarwilga PT. Jamsostek (Persero);Menara Selatan Lt 8, Gd. Menara Jamsostek Jl. Jend. Gatot Subroto No. 38 Jakarta Selatan 12710;5229291;5229331
00415;Ikatan Perawat Kesehatan Jiwa Indonesia DKI Jkt (IPKJI);Jl. Prof. Dr. Latumenten No. 1 Jakarta 11460;97830223;7532884
00416;RSUD Koja;Jl. Deli No. 4 Tanjung Priok Jakarta;4352401;4372273
00417;Yayasan Bina Sosial;Jl. Beting Remaja No. 26-27 Rt.  08/019 Ke. Tugu Utara Koja Jakarta Utara;4407373;085100394001
00418;Okayama Engineering Asia, PT;Jl. R. Fatahilah 90 DCikarang Barat Bekasi;8631572;0
00419;Andrea Berkat Cantika. PT;Jl. Cempaka Putih Raya No. 118A Jakarta Pusat 10510;22420707;22420777
0042;PT. KATAMATA OPTOMEDIK;Jl. KH. Zainul Arifin, Jakarta 11140;021-6346009;021-6340104
00420;Aplikanusa Lintasarta, PT;Menara Thamrin 12th Floor, Jl. MH Thamrin Kav. 3 Jakarta 10250;2302345;2303883
00421;CWP (Current Update in Wellness care for Primary Healt care;yogyakarta;0814 66795684;0814 66795684
00422;CDCC;Jl. Kemiri No. 24 Menteng, Jakarta 10350;3154939;3909656
00425;Yayasan Zurunain;Jl. Bakti ABRI RT 04/08 Sukamaju Baru, Tapos, Depok 16955;87745659;0
00426;Asosiasi Dietisien Indonesia (AsDI);Jl. Dipenogoro No. 71 Jakarta Pusat;31902959;31902959
00427;Sahabat Dhuafa;Komplek Perhubungan Jl. Perhubungan XI No. 83 Rawamangun Jakarta Timur;22473245;081210156144
00428;Koperasi Pegawai PLN Pusat;Jl. Trunojoyo, Blok M I, No. 135 Jakarta 12160;7251234;7251234
00429;Japati Indonesia, PT;Rasuna Office Park BR.06 Jl. H.R. Rasuna Said, Kuningan, Jakarta 12960;93904084;83786574
00430;PKU Muhammadiyah Ketanggungan Brebes 52263;Jl. RA KArtini No. 430 Ketanggungan Brebes;0;0
00431;Atra Widya Agung, PT;Jl. RS. Fatmawati No. 1E Jakarta Selatan 12430;7507707;7507331
00432;Pimpinan Cabang Muhammadiyah Senen;Jl. Kalibaru Barat No. 52 D Bungur, Senen Jakarta Pusat 10460 ;4202952;0
00433;Yayasan Coop Indonesia ;Wisma 46 Kota BNI Building 50th Floor, Jl. Jend. Sudirman Kav. 1 Jakarta;5748845;5748888
00434;Dirjen Kefarmasian Dan Alat Kesehatan Kemenkes RI;Jl. HR. Rasuna Said Blok X5 Kavling 4-9 Jakarta 12950;5201590;52964838
00435;RadioMu dan Website PP Muhammadiyah;Jl. KHA Dahlan 103 Yogyakarta 55262;0274-375025;0274-381031
00436;Sandhy PutraMakmur, PT;Telkom Building - Jl. Sisingamangaraja Kav. 4-6 Kebayoran Baru - Jakarta Selatan;7257368;7257383
00442;Sekolah Pascasarja UHAMKA;Jl. Warung Buncit Raya No. 17 Pancoran Jakarta Selatan 12790;79184063;79184068
00443;CIMG Niaga Syariah ;Gedung Menara Sudirman GF A, Jl. Jend. Sudirman Kav. 60 Jakarta Selatan 12190;5292092;52920943
00444;Patmos Global Abadi, CV;Ruko Asia Tropis Blok AT 15 No. 38 Harapan Indah 2 Bekasi;085240333743;0
00445;STIAMI;Jl. Pangkalan Asem Raya No. 55 Jakarta Pusat  ;4213380;4228870
00447;Drs. H. A. Muis Siddik;Jl. Mulya Jaya Rt 05/8 No. 1 Cipinang Muara Jakarta Timur;083891221666;0
00448;Dana Pensiun Muhammadiyah;Jl. HOS Cokroaminoto 17 Yogyakarta;0274 - 617989;0
00449;Bloxhome Indonesia, PT;Gd. Graha Sentana 2nd Floor, Jl. Irian No 16-18 JAkarta Pusat 10350;84302284;081252061234
00460;IMM Daerah Istimewa Yogyakarta;Jl. Gedongkuning No. 130 B, DIY 55171;081353320115;085743137510
00470;Forum Stop TB Partnership Indonesia;Jl. Sultan Iskandar Muda No. 66A, Kebayoran Lama Utara Jakarta Selatan 12240;7397494;0
00472;Nugra Karsera, PT;Graha Mas Pemuda Blok AA No. 10-11. Jl. Pemuda Jakarta Timur 13220;4711607;4711669
00473;Andhika Digdaya Manunggal. PT;Level 38th, Tower A, Kota Kasabalnka. Jl. Casablanca Raya Kav. 88 Jakarta 12870;29636777/081210117913;29638088
00474;Rukun Kematian RW 01 Kelurahan Cilincing;Cilincing;081398336759;081398892725
00475;DPP Ikatan Perawat Anestesi Indonesia (IPAI);Jl. Hangjebat Raya F3 Kebayoran Baru -Jakarta Selatan 12130;54213046;0817711860
00476;Syahriar;Jakarta;0;0
00477;Japan International Cooperation Agency (JICA);ytahir@ho.otsuka.co.id;08524265127;0
00478;Institut Sains Dan Teknologi Al-Kamal;Jl. Raya Al-Kamal No. 2, Kedoya, Kebon Jeruk Jakarta Barat;5811088;58300105
00479;Widodo;wiedony@gmail.com;081247911261;0
00480;Majlis Taklim Wa Tadzkiroh Rahmatan Lil alamin ;Jl. Rawa Tengah RT 003 RW 06 No. 1 Kel. Galur Jakarta Pusat;087782372881;087876398711
00481;Fakultas Ilmu Kesehatan Universitas Nasional;Jl. Sawo Manila No. 61 Pejaten, Pasar Minggu Jakarta Selatan 12520;7806700;7802719
00482;Dipa Puspa Labsains, PT;Jl. Raya Kebayoran LamaNo. 28 Grogol Utara Kebayoran Lama Jakarta Selatan DKI Jakarta;5350535;53670356
00483;Cakra Medika Utama. PT;Komplek Perkantoran Golden Boulevard, Blok G2/30 BSD City Tangerang Selatan;53163535;53163534
00492;BP Perhimpunan Purnawirawan Angkatan Udara Cabang 01 Jakarta;Jl. Pelangi No. 1 Komplek Angkasa Lanud Halim Perdana Kusuma Jakarta Timur;8019842;081295025211
00493;Pondok Pesantren Miftahul Ulum Lumajang;Desa Banyuputih Kidul Kec. Jatiroto Kab. Lumajang Jawa Timur 67355;082231003834;085645276193
00494;Universitas Airlangga ;Kampus C, Mulyorejo, 60115 Surabaya;031-99702031;031-99702031
00495;Usada Selaras Gemilang. PT;Rukan Sentra Niaga Blok N No. 8-9 Green Lake City Duri Kosambi Cengkareng Jakarta 11750+;225238000;225239000
00496;Ibu Hj. Roheni Omar Tusin;Jl. Srikaya 23 RT 08 / RW 08 Utan Kayu Jakarta Timur;0;0
00497;Fak. Ilmu Kesehatan Universitas Nasional;Jl. Sawo Manila No. 61 Pejaten, Pasar Minggu, Jakarta Selatan 12520;7806700;7802719
00498;Wawasan Tak Terbatas, PT;Victoria Building 5th Floor. Jl. Sultan Hasanuddin Kav. 47-51 Jakarta 12160;72793081;0
00499;Pimpinan Daerah Aisyiyah Kabupaten Bekasi;Ruko Permata Blok A3/1, Metland Tambun, Bekasi 17510;88331912;081280781578
00500;Sakka Multi Kreasindo;Gd. Utaka 66, Jl. Utan Kayu RAya No. 66B Matraman Jakarta Timur 13120;29622146;29821595
00501;Law Firm Henry, Benny, Lucky & Associates;The Bellezza Tower Lantai 8-off 5, Arteri Soepeno 34 Permata Hijau Kebayoran Lama JAkarta Selatan;30066827;300066829
00502;Indofarma Tbk.,PT;Jl. Tambak No. 2 Manggarai Jakarta 13150;85908350;8574503
00503;Prestasi Sriwijaya Sejahtera;Graha Satria 1 2nd Floor Suite 204 Jl. Raya Fatmawati No 5 Jakarta Selatan;55732889;0
00504;Harvestia Mulya, PT;Jl. Cipinang Jaya 357 Jakarta Timur;29875010;29875011
00505;Dokumen Kuantum Indonesia, PT;Gedung Syber 2, lt 17 Jl. HR Rasuna Said Blok X-5 No. 13 Jakarta Selatan;7980039;7980039
00506;Multi Sinar Adamar,  PT.;Jl. Boulevard Barat Raya, Komplek Kokan Inkopal KTC Blok G No. 23 Kelapa Gading Jakarta 14240;29745760;29745761
00507;Buana Jaya Alkesindo. PT;Jl. Candra Kirana No. 50 Kompleks Singgasana Pradana, Bandung;()22) 5436335;()22)5436121
00508;SMK GITI KIRTTI 2;Jl. Sunter Jaya IV/2 Sunter Jaya - Jakarta Utara;65302951;0
00510;Novo Nordisk;Jakarta;0;0
00511;Universitas Islam Negeri  Syarif Hidayatullah Jakarta;Jl. Kertamukti No. 5 Pisangan Ciputat 15419 Jakarta;74716718;7404985
00512;Mitra Copierindo Mandiri, PT;Jl. Cideng Timur No. 43 Jakarta Pusat;0;0
00513;Surya Multi Cemerlang;Jl. Achmad Dahlan Raya No. 10 A - Durikosambi (Perbatasan) Jakarta Barat;0;0
00514;Copindo Renanta, PT;Jl. Benteng Betawi Ruko Cendana No. 31 Taman Royal 1 Tangerang;55742024;55775496
00515;RS JIH;Jl. Ring Road Utara No. 160 Condong Catur Sleman Yogyakarta 55283;0274-4463535;0274-4463444
00516;Sinergi Inti Megatama, PT;Jl. Jend. Sudirman Kav. 52-53 Sudirman Central Business Distric Jakarta Selatan;30499731;30499730
00517;Bank Mandiri, PT, Tbk;sales.edc.mandiri@gmail.com;081213770304;085813331616
00518;KPP Kirana and co researc and Advisory;0;087838279123 (santi);085215976680
00519;Panitia Pembangunan Mushola Babuddoa;Jl. Warakas IV Gang II No. 29 RT 004/004 Tanjung Priok Jakarta Utara ;43901326;0
0052;PT. EBconnection Indonesia;Jl. Warung Buncit Raya No.2, Jakarta Selatan;021-7996678 ext.106;021-7996678
00520;RS Bhayangkara TK.IR. Said Sukanto;Jl. Raya Bogor, Kramat Jati, Jakarta 13510;0;0
00521;Akademi Kebidanan Al-Fathonah Jakarta;Jl. Cipinang Timur Raya No. 58 Jakarta Timur 13240;4706720;4753706
00522;Easypay Indonesia, PT;Jakarta;0;0
00523;Jaring Synergi Mandiri;Gedung Binareka 5ft Floor Jl. Tanah Abang IV No 32 Jakarta 10160;3457449;29292900
00524;Lazismu DKI Jakarta;Jl. Kramat Raya No. 49 Jakarta Pusat 10450;0811171896;082111185607
00525;Securindo PActama Indonesia, PT;Jakarta;0;0
00526;Indofood Sukses Makmur. PT, Tbk;Gedung Cakra KEmbar Jl. Cilincing No. 1 Tj. Priok Jakarta 14100;4301048;43920176
00529;PT. Citra Marga Nusa Pala;Jakarta;0000;0000
0053;PT. REYCOM DOCUMENT SOLUSI;Jl. Tanah Abang 3 No.23,25,27 Jakarta 10160;021-38901948;021-38901945
00530;Sekolah Tinggi Ilmu Manajemen & Ilmu Komputer ( STIMIK -ESQ );Jl. TB Simatupang Kav. 1 Cilandak, Jakarta Selatan ;021-29406999;021-78834165
00533;BestProfit Futures BPF;Jakarta;082248963040;0
00534;Kantor RW 04/08 Kel. Sumur Batu, Kec. Kemayoran Jakarta Pusat;Jakarta Pusat;0;0
0054;PT. Media Dokter Investama ( HALODOC );Jakarta;081215443612;0000
00549;Global Ichsan Mandiri. PT;Kebayoran Arcade III No. 22-23 Bintaro Jaya Sektor VII Tagerang Selatan, Banten 15229;29521668;0
0055;ADMEDIKA;Jakarta;0000;0000
00550;Tuberculosis Community LKNU TB GF;JL. Raden Saleh No.20 Cikini Gedung Graha Tirtadi lantai 5 Jakarta Pusat;021-39837388;021-3142915
00551;Karya Usaha Baru, CV;Taman Jati Sari Permai Blok DJ 8 Jatiasih Bekasi;29062640;29062641
00552;Universitas Teknologi Yogyakarta;Jl. Ringroad Utara, Jombor, Yogyakarta;274 - 623310;274 - 623306
00553;Estetika Dental Clinic;Jl. Cempaka Putih Raya B-4, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat ;4245731;0
00554;DPP Himpunan Perawat Anestesi Indonesia PPNI;Jl. Raya Lenteng Agung No. 64 Jakarta Selatan 12611;22710272;08112342556
00555;Patriot Medika Nusantara;Wijaya Graha Puri Blok G No 1 Jl. Wijaya II, Kebayoran Baru Jakarta 12160;0;0
00556;Profesional Health Indonesia, PT (Prohealth);Gedung Sarinag Thamrin lt, 14 -14.01. Jl. M.H. Thamrin no. 11 Jakarta Pusat 10350;3911699;31920229
00557;Pimpinan Ranting Muhammdiyah Cilangkap Tapos - Kota Depok;Jl. Belimbing RT. 04/04 Cilangkap Tapos Kota Depok ;081281950732;0
00558;Global  Medik Persada, PT;Ruko GrandAries Niaga Blok G1 No. 1n Meruya Jakarta Barat;29319449;29319448
00559;Pratapa Nirmala. PT;Jakarta;0;0
0056;Toko Kue dan Roti SEKAR SNACK ;Jl.Waja V No.12 Harapan Mulia Kemayoran Jakarta Pusat;08128163287;08128163287
00560;Yayasan Amal 31 ;Jl. Ekor kuning V No. 26 Rawamangun, Jakarta Timur;22868802;08113131311
00561;PT Argo Kreasi Pratama;Jl. Radio V No. 19 Kramat Pela Kebayoran Baru - Jakarta Selatanan 12130;720 5513;0
00566;AKBID Abdurahman Palembang;Jl. Sukajaya No. 7 Kol. H. Burlian Km 5,5 Palembang;(0711) 421674;(0711) 421674
00567;Gempita 2045;Jl. Kebon Jahe Kober II No. 7 Gambir Jakarta;085899992045;085780012817
0057;MENTARI COVID - 19;Gedung Pusdiklat RSIJ Cempaka Putih ;085232270655;00000
00577;PT International Technical Service Assistance;Jl. Cipinang Cempedak IV No 10 Jakarta Timur 13340;85914506;0
00588;Matahari FajarindoLestari, PT;Kiat Office Garden Jl. TAmbak Sawah No. 18 Tambak Rejo, Waru Sidoarjo;031 - 99041848;031 - 99041333
00589;STIE TRI SAKTI;Jl. Kyai Taoa No. 20 Grogol Jakarta 11440;021 - 5666717;021 - 5635480
0059;Pimpinan Cabang Muhammadiyah Kebayoran Baru;Jl. Limau III bLOK b Kramat Pela Kebayran Baru Jakarta Selatan;021 - 7204684;021- 7269454
0060;Ikatan Alumni ITB DKI Jakarta;Crown Palace B-18. Jl. Prof. Dr. Sopeomo No. 231 Tebet - Jakarta Selatan;83787409;0
00601;Universitas Padjadjaran;Jl. Raya Bandung - Sumedang Km 21 Jatinangor;022 - 7798418;022 - 7796974
00602;Panitia Pelaksana Pesantren Ramadhan 1438 H/ 2017 M;Perguruan Muhammadiyah Kota Bekasi ;085218073111;0
00607;Saesar Pratama;Jl. Neman Jaya No. 99 Bekasi ;82426313;8202449
00608;Wahyu Kartumasindo International;EQUITY Tower, 15th FI, suite 15B, Jl. Jend. Sudirman Kav. 52-53 SCBD Jakarta;5153132;5153136
00609;Asuransi Bina Dana Arta Tbk, PT;Plaza Asia, 27th Floor Jl. Jend Sudirman Kav. 59 Jakarta 12190;51401688;21401697
0061;PRIMER KOPERASI IDI;Jl. Samratulangi No.29 Menteng, Jakarta Pusat;021-31927806;021-31927806
00610;Asuransi Bina Dana Arta, Tbk, PT;Plaza Asia, 27th Floor Jl. Jend. Sudirman Kav. 59 JAkarta 12190;51401688;51401698
00611;Mak - Techno;Gran Rubina Business Park Lt. 22 C. Komp. Rasuna Epicentrum , Jl. HR Rasuna Said Jakarta 12940;83700555;83700335
0062;Panitia Gema Ramadhan 1438 Kp. Ciketing Bantargebang Bekasi;Kp. Ciketing RT 001 RW 001, Kel. Sumurbatu, Kec. Bantargebang, Bekasi;081317643365;081250517183
0063;Organisasi Sosial Kesetiakawanan Hukum Nasional Indonesia (SKHNI);Jl. Dr. Nurdin 1 No 11, Grogol Jakarta 11450;5673335;0811106303
0064;BMHS Diklat Indonesia, PT;Jl. Teuku Cik Ditiro No. 12 Menteng Jakarta Pusat;31923344;31905915
0065;Drg. Farah Aslamiyah;Jl. Johar Baru Utara VI No 30A RT 07/05 Johar Baru Jakarta Pusat;085717755888;21471702
00654;SMK Al-Washliyah;Jl. Al-Washliyah No. 14 Jati Rawamangun Jakarta Timur 13220;4721231;0
0066;Mushola Nurul ANwar;Jl. Pembangunan III RT 007/09 Kel. Rawabadak Utara Kec. Koja Jakarta Utara;0;0
00668;STIE Tribuana;Jl H.M. Joyomartono No. 8-9 Margahayu Bekasi Timur 17113;88355318;88355319
00669;Universitas Kristen Indonesia;Jl. Mayjen Sutoyo No. 2 Cawang - Jakarta 13630;29362033;29363036
00670;CV. Mahatech;Jl. Caringin Blok C I No 3 Gunung Putri  Bogor;081296992005;085714866396
00671;RS RK. Charitas;Jl. Jenderal Sudirman No. 1054 Palembang;0711 - 350426;0711 - 362205
00674;LOKADOK;Jakarta;0;0
00675;OKADOC;Jl. KH. Abdullah Syafei No.27, Jakarta Selatan;08111090404;08111090404
00677;PT. Sonna Medika Jaya;Rukan Sentra Niaga Blok M No. 17 Greenlake City, Jakarta Barat;22523811;22523810
00678;PT. Kreasi Logue Internasional;Jl. Kebagusan I No. 50 Rt.02 Rw.01;021 - 78887598;021 - 78887598
00679;Kinandang Putera, PT.;Jl. Raya Bekasi Timur Km 17. No 43 Jatinegara Kaum Pulogadung Jakarta 13250;4893701;0818488670
0068;Tirta Investama, PT;Cyber2 building 12 th floor, jl. HR Rasuna Said Blok X-5 No. 13 Jakarta 12950;29961000;29021701
00680;RS Islam Assyifa Sukabumi;Jl. Jend. Sudirman No. 3 Sukabumi;0266 - 222663;0266 - 213433
00681;Asuransi Jiwa Taspen, PT;Menara Taspen lt 11 jl. Jend. Sudirman Kav. 2 Jakarta 10220;57933306;57933269
00682;Bumi Indah SaranaMedis, PT;Graha Bumi Indah. Jl. Raya Kalimalang Kav. Agraria No. 10 RT/RW 002/016 Jakarta Timur;86608000;86605000
00683;Apotek Era Sehat;Jl. Dewi Sartika No. 292, Cawang Jakarta Timur;081280236832;08161921021
00684;DKM Jami Hidayahturrahman;Jl. Toyogiri Selatan Rt 001/008 Kel. Jati,ulya Kec. Tambun Selatan Kab. Bekasi;082111701065;0
00686;Lembaga Sosial Kemasyarakatan Yayasan Al-Kahfi;Jl. Kramat Jaya Baru V/3, RT 14 RW 01, Kel. Johar Baru, Kec. Johar Baru Jakarta Pusat;4213623;081295956939
00687;JAYA INSTITUTE INDONESIA;EMAIL;0823 00170363;0812-15177755
00689;Eva Yuliastanti;Jakarta;081398266070;0
0069;Koperasi Jasa Purna Bhakti;Gedung Wisma Jaya Jl. Wisma Jaya No. 8 Rawamangun Jakarta;47861019;29847017
00690;PT Global Unggul Mandiri;Jakarta;081219249999;08179816964
00691;RS. IBU DAN ANAK SAM MARIE;Jl. Basuki Rachmat No.31 Pondok Bambu Duren Sawit Jakarta Timur;02186613145;02186613147
0070;Muhammadiyan Boarding School Cilacap;Jl. Raya Kedungreja - Pengandaran No. 80 Kedungreja Cilacap 53263;082138025557;0
00700;Sentra Diagnostik Dinamika, PT;Ruko Cempaka Mas Blok 0-26 Jl. Letjen. Suprapto Jakarta 10640;42878758;42878709
00702;LABORA;Jakarta;0;0
00703;Quantum Infra Solusindo;Jakarta;085927462082;081221676077
00704;SMA Negeri 104 Jakarta;Jk. H. Taiman Barat Kel. Gedong Pasar Rebo Jakarta Timur;8408247;8408247
00705;Panitia Nasional Bersama Gema Isra Miraj Nasional;Jl. Yusufiyah No. 61 Rt 01/01 Lubang Buaya Jakarta Timur 13810;8400843;HP. 08121810836
00706;Lembaga Ilmu Pengetahuan Islam dan Arab ;Jl. Buncit Raya No. 5A Ragunan, Jakarta Selatan P.O.Box. 3345 Jakarta 1002;7814485;7826002
00707;Juara Laundry & Dry Cleaning;Pisangan Baru II No. 68 Jakarta Timur;081519192389;0
00708;Citas Otis Elevator. PT;CIBIS Nine Building, 3rd floor Cilandak Business Park, Jl. T.B. Simatupang No. 2 Cilandak Timur, Jakarta Selatan;80866666;27780773
00709;Globe Healthy Consultant;Taman Narogong Indah Blok E20, Jl. Bojong Permai Raya Bekasi Timur 17116;081370066387;0
0071;Masjid At-Taufiq Cempaka Putih;Jl. Cempaka Putih Timur VI Jakarta Pusat;42411150;41431388
00710;Soeseno;Jl. Tabah No. 15 Kelapa Gading Barat Jakarta Utara;0;0
00711;Medisware Sinergi, PT;Green Lake City - Rukan CBD Blok E No. 5 Tangerang Banten;5502895;0
00712;RS Novedi Medika;Jl. Cikarang Jati, Sukajaya, Cibitung, Bekasi;89101311;8901311
00713;Institut Kesenian Jakarta;Jl. Cikini Raya 73 Jakarta 10330;3161258;31923603
00720;Syafroni S.;Perum Jatinegara Baru Jl. Gn. Pangrango No. 2 Jakarta Timur;0811141012;46803487
00721;Muhammadiyah Against TB in Children (MATIC);Gedung Sarana Jaya 3 Lantai 6, Jl. Rawamangun 59C Rawasari Jakarta Pusat;0;0
00722;RS PMI;Jl. Pajajaran No. 80 Bogor;2518324080;2518324709
00723;Samudra Montaz, PT;Jakarta;081319232998;0
00724;I leadership University;Jl. F2 No. 3 RT 005 RW 010 Cempaka Baru Jakarta;08112901109;0
00725;Ikatan Karya Perempuan Indonesia;Jl. Tanah Abang Timur Dalam No. 10 C Jakarta Pusat;08589992045;0
00726;Saraswati Learning Center;Jl. Cempaka Putih Tengah XVII Blok F No. 19 Jakarta;4240815;4246862
00730;Kumala Sarana Utama. PT;Jl. Siliwangi No. 76 Bogor 16133;0251 - 8372656;021 - 8330495
00746;PB PERNEFRI;Jl.Salemba Raya No. 22A Jakarta Pusat;3149208;3155551
00747;Dinas Lingkungan Hidup Pemprov DKI Jakarta;Jl. Mandala VNo. 67 Jakarta 13640;8092744;8091056
00748;Kooordinator Pokja TK/TP Fahmil Quran Masjid Istiqlal Jakarta;Masjid Istiqlal, Taman Wijaya Kusuma Jakarta, kamar 51;3811708;0
00749;Koperasi Karyawan PT. Jasa Marga (Persero) Tbk;Jl. Dukuh VI RT 008 RW 02 Kel. Dukuh Kramatjati Jakarta Timur;8413526;87795737
00750;Panitia Pembangunan Masjid Jami Ar-Rahman;Jl. Caringin 4 RT 02/02 Kp. Babakan Kel. Mustika Sari Kec. Mustika Jaya Bekasi;08137776943;08567874663
00765;Majelis Pembinaan Kader PD Aisyiyah Jakarta Timur;JL. P.T.B. Duren Sawit Blok F XI No. 4 Duren Sawit Jakarta Timur;4803605;8606450
00766;Majelis Pembinaan Kader PD Aisyiyah Jakarta Selatan;Jl. Tebet Timur Dalam No.4 Jakarta Selatan;021 - 8301815;021 - 8303235
00767;Majelis Kader PD Aisyiyah Jakarta Selatan;Jl. Tebet Timur Dalam No. 04 Jakarta 12820;8303235;081287254919
00768;SMK Negeri 1 Jakarta;Jl. Budi Utomo No. 7 Jakarta Pusat;3813630;0
00777;PT. Qdc Technologies;Graha QDC, Jl. Mampang Prapatan Raya No. 28 Blok C Jakarta Selatan;79191234;79193333
